SubjectID,n_total_events,n_compile_errors,n_run_events,compile_error_rate,compile_success_rate,avg_score,max_score,early_avg_score,late_avg_score,score_improvement,score_trend_per_hour,session_count,activity_span_hours,unique_problems,n_early_problems,avg_attempts_early,max_attempts_early,correct_eventually_rate,at_risk_rate_early,FinalGrade,at_risk,grade_group
37bd8b4bb1cea47935613348ad16c660,679,221,229,0.3255,0.5089,0.3704,1.0,0.3446,0.3703,0.0257,1.6e-05,13,1685.49,50,30.0,4.666666666666667,18.0,,,0.88,0,Excellent
380714d486fbd50c0c9dfc7e4d8be9f7,252,56,98,0.2222,0.6364,0.5843,1.0,0.5696,0.6009,0.0313,1e-05,5,1682.76,39,,,,,,0.0,1,At-Risk
3ab9a9924133b76cdd88db6e7b2734da,97,29,34,0.299,0.5397,0.4253,1.0,0.4253,,,0.039638,3,13.16,10,,,,,,0.0,1,At-Risk
3abb5691502cbd522511147519f8a487,479,207,136,0.4322,0.3965,0.4301,1.0,0.3034,0.5505,0.2472,0.00021,10,1684.65,50,30.0,3.1666666666666665,36.0,,,0.5017,0,Passing
3b0cc5f591dd5b8dacb0c8e01546b2b4,524,156,184,0.2977,0.5412,0.3908,1.0,0.7344,0.419,-0.3153,-8.5e-05,11,1686.32,38,20.0,5.55,16.0,,,0.8689,0,Excellent
3b661d671740495716434a3ba797c6f2,679,163,258,0.2401,0.6128,0.4257,1.0,0.5861,0.4646,-0.1215,-3e-05,16,1683.05,50,30.0,5.566666666666666,27.0,,,0.904,0,Excellent
3bbbc60ff463969b78a091ff51ac6566,132,54,39,0.4091,0.4194,0.368,1.0,0.368,,,-0.001587,3,293.76,12,,,,,,0.0,1,At-Risk
3c82c42719365742090eb207695a1055,638,194,222,0.3041,0.5337,0.443,1.0,0.5239,0.4793,-0.0446,-8e-06,9,1388.41,37,17.0,6.705882352941177,23.0,,,0.79,0,Good
3e53ca3d4e69bc938071715257cc62b9,169,55,57,0.3254,0.5089,0.3734,1.0,0.424,,,-0.000135,2,670.11,20,20.0,2.85,8.0,,,0.495,1,At-Risk
3f7c70f2a2831ebfb908d7d829f2e99d,84,4,40,0.0476,0.9091,0.6629,1.0,0.6629,,,-1.7e-05,3,94.64,10,,,,,,,0,
4001d4deb84960a46967e0676a191708,17,3,7,0.1765,0.7,0.5055,1.0,,,,3.911409,1,0.07,1,1.0,3.0,3.0,,,0.46,1,At-Risk
40195594f1244e7ec627b1c6a5a35585,1243,545,349,0.4385,0.3904,0.2956,1.0,0.3278,0.2753,-0.0525,-3.7e-05,12,1675.27,33,13.0,10.153846153846153,39.0,,,0.7029000000000001,0,Good
4129304d04cff4cb688585ffd88c45fd,514,148,183,0.2879,0.5529,0.3392,1.0,0.3607,0.2961,-0.0645,-9.5e-05,14,1681.33,48,28.0,2.7857142857142856,9.0,,,0.8,0,Good
4204dc3a11678c6b1d0be57cfe0a21b0,483,95,194,0.1967,0.6713,0.4653,1.0,0.4735,0.4314,-0.0421,-6.2e-05,22,1741.58,50,30.0,4.433333333333334,12.0,,,0.7,0,Good
4223a1d5b9e017dda51515829140e5d2,755,375,190,0.4967,0.3363,0.2887,1.0,0.204,,,0.001037,2,678.01,20,20.0,8.7,47.0,,,0.44,1,At-Risk
4346ad94c2790cac390e684155a2ecba,550,200,175,0.3636,0.4667,0.3044,1.0,0.3382,0.2911,-0.0471,-3.3e-05,15,1708.83,40,30.0,4.4,22.0,,,0.4844,1,At-Risk
43a87a86ea9aee0255325e2865d6b503,1625,783,421,0.4818,0.3497,0.3913,1.0,0.3097,0.4131,0.1034,6.2e-05,13,1611.36,47,30.0,6.833333333333333,31.0,,,0.67,0,Passing
4479d4f0fe2b922b8ab8875c429c0a72,226,70,78,0.3097,0.527,0.5252,1.0,0.4532,0.6417,0.1885,0.000115,8,1709.06,31,21.0,2.9047619047619047,9.0,,,0.72,0,Good
44e55ed981c434536b85d307e6215b26,503,137,183,0.2724,0.5719,0.3816,1.0,0.4575,0.2049,-0.2527,-0.000191,10,1412.77,15,12.0,11.833333333333334,22.0,,,0.5893,0,Passing
450ad5ed12c018f57a29c8f0ea7008ff,816,196,310,0.2402,0.6126,0.3905,1.0,0.4257,0.4263,0.0006,-1.4e-05,13,1705.73,50,30.0,6.033333333333333,23.0,,,0.92,0,Excellent
45e0e538b89751332e2055013fe7ac3e,345,143,101,0.4145,0.4139,0.371,1.0,0.5257,0.3156,-0.2102,-0.000149,9,1686.09,24,14.0,4.428571428571429,9.0,,,0.7417,0,Good
468cbac056133a996283cca7e2976336,685,207,239,0.3022,0.5359,0.3674,1.0,0.4258,0.4249,-0.0009,4.3e-05,12,1674.94,37,17.0,8.294117647058824,77.0,,,0.675,0,Passing
47c25f64f2b40398afb5cd9e67e53f28,510,146,182,0.2863,0.5549,0.445,1.0,0.5371,0.3309,-0.2062,-0.000166,10,1700.28,50,30.0,2.6,11.0,,,0.9044,0,Excellent
48090e338b20a9d004c2ef18a335f3cf,344,144,100,0.4186,0.4098,0.4853,1.0,0.6509,0.445,-0.2059,-0.000124,5,1568.41,40,20.0,2.3,9.0,,,0.84,0,Good
4915f20d2c36611cb101e95e5c34b4e7,116,86,15,0.7414,0.1485,0.7333,1.0,0.7333,,,3.908406,1,0.22,10,,,,,,,0,
4a914e5c38172ae9b61780ffbd0b2f90,706,218,244,0.3088,0.5281,0.3591,1.0,0.4899,0.3703,-0.1196,-2.6e-05,11,1704.93,39,19.0,6.052631578947368,20.0,,,0.8244,0,Good
4c4f120e57ea9448ccb7a07c48df40ff,454,146,154,0.3216,0.5133,0.2967,1.0,0.5413,0.2266,-0.3147,-0.000219,13,1679.3,33,13.0,2.8461538461538463,5.0,,,0.5144,0,Passing
4ca987e02bbbf558114f8c0633e2c7ac,321,227,47,0.7072,0.1715,0.0741,1.0,0.0741,,,0.051785,1,0.89,6,,,,,,,0,
4d230b683bf9840553ae57f4acc96e81,592,170,211,0.2872,0.5538,0.4762,1.0,0.6995,0.4801,-0.2194,-8.9e-05,14,1629.81,50,30.0,3.7333333333333334,26.0,,,0.92,0,Excellent
4d410063822cd9be28f86701c0bc3a31,792,288,252,0.3636,0.4667,0.2961,1.0,0.2564,0.4203,0.164,0.000161,14,1752.86,32,18.0,11.277777777777779,64.0,,,0.42,1,At-Risk
4de1ed74128a96a8b5900186486aacba,196,46,75,0.2347,0.6198,0.557,1.0,1.0,0.4888,-0.5112,-0.000182,4,1676.44,30,10.0,1.0,1.0,,,0.79,0,Good
4f9ef38edcfc460a00cbb8ed5dee299c,429,125,152,0.2914,0.5487,0.5082,1.0,0.4837,0.7226,0.2389,0.000159,12,1661.73,50,30.0,3.8333333333333335,14.0,,,0.5617,0,Passing
5165bb7092845d883f5d8fd52d1f32b5,421,201,110,0.4774,0.3537,0.4874,1.0,0.3472,0.7407,0.3935,0.000315,5,1655.6,50,30.0,2.7666666666666666,13.0,,,0.6,0,Passing
51b2e138a07e3570fb7147311365a5eb,743,221,261,0.2974,0.5415,0.3522,1.0,0.3803,0.3078,-0.0725,-1.2e-05,17,1685.51,49,29.0,5.0344827586206895,18.0,,,0.6344,0,Passing
51cdbd2611e844ece5d80878eb770436,226,90,68,0.3982,0.4304,0.7621,1.0,0.7692,0.7778,0.0085,4.9e-05,5,1675.54,50,30.0,1.3666666666666667,4.0,,,0.8382999999999999,0,Good
51ef70624ca791283ec434a52da0d4e2,1972,638,667,0.3235,0.5111,0.332,1.0,0.3629,0.3514,-0.0115,-4e-06,11,1692.18,50,30.0,14.333333333333334,71.0,,,0.7429000000000001,0,Good
5364de2e6064f4d8a13c960b970b9f24,658,176,241,0.2675,0.5779,0.4357,1.0,0.4538,0.5583,0.1045,7.2e-05,15,1631.58,50,30.0,5.9,21.0,,,0.7111,0,Good
547dcee2f9ccacd21cb7a6a758ca8697,1998,520,739,0.2603,0.587,0.3846,1.0,0.4403,0.4496,0.0093,3.7e-05,13,1683.55,50,30.0,15.8,93.0,,,0.8083,0,Good
54d0ad877584296abb129e2e4f60ee67,595,177,209,0.2975,0.5415,0.4639,1.0,0.4248,0.8064,0.3816,0.000254,10,1685.42,50,30.0,5.766666666666667,23.0,,,0.6684,0,Passing
54eb551059f626c9e2682813fff354a8,317,79,119,0.2492,0.601,0.3825,1.0,0.1615,0.4066,0.2451,0.000106,13,1705.73,30,10.0,4.1,14.0,,,0.5540999999999999,0,Passing
54ecc28e9508fcf28363014b0d1b4eb8,605,171,217,0.2826,0.5593,0.4851,1.0,0.4169,0.5776,0.1607,0.000148,13,1705.15,50,30.0,4.9,25.0,,,0.74,0,Good
